assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
3103459,6138,Cyprinella panarcys,1,1,1,M. Tognelli,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,"B.R. Kuhajda, R.L. Mayden, J.R. Tomelleri,", ,,-106.220278,26.653889
3104718,6143,Cyprinella alvarezdelvillari,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-104.09,24.72
3104781,6145,Cyprinodon atrorus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.16,26.75222222
3104812,6146,Cyprinodon beltrani,1,1,1,IUCN Freshwater Biodiversity Unit,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Schmitter-Soto 1998, ,,-88.73,19.806
3104843,6147,Cyprinodon bifasciatus,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.16,26.75222222
3104874,6153,Cyprinodon fontinalis,1,1,1,IUCN Freshwater Biodiversity Unit,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,"Carson et al. 2015, Lozano-Vilano and Maza-Benignos 2017", ,,-106.2923987,29.7862426
3104905,6154,Cyprinodon labiosus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Miller et al. 2005, ,,-88.73,19.806
3105108,6156,Cyprinodon macrolepis,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-104.96,27.045
3105157,6158,Cyprinodon maya,1,1,1,IUCN Freshwater Biodiversity Unit,2018,J.J. Schmitter-Soto,Extant (resident), , , , , ,Miller et al. 2005, ,,-88.73,19.806
3105308,6159,Cyprinodon meeki,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-104.5,24.20666667
3106242,6162,Cyprinodon pachycephalus,1,1,1,Iris Banda,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,"Iris Banda and Mauricio Maza pers, comms 2019", ,,-105.015722,28.593194
3107162,6167,Cyprinodon simus,1,1,1,J.J. Schmitter-Soto,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Miller et al. 2005, ,,-88.73,19.806
3107217,6170,Cyprinodon verecundus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , ,Miller et al. 2005, ,,-88.73,19.806
3107502,6176,Cyprinodon inmemoriam,5,1,1,IUCN Freshwater Biodiversity Unit,2018,IUCN (International Union for Conservation of Nature),Extinct, , , , ,Type locality,Miller et al. 2005, ,,-100.1,21.19
3135331,6626,Tampichthys mandibularis,1,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extant (resident), , , , , , ,PRESERVED_SPECIMEN,1955.0,-99.93194,21.89194
3145447,8109,Etheostoma australe,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-106.48,28.40805556
3145702,8431,Evarra bustamantei,5,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extinct, , , , , , ,PRESERVED_SPECIMEN,1954.0,-99.02861,19.25694
3145753,8432,Evarra eigenmanni,5,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extinct, , , , , , ,PRESERVED_SPECIMEN,1954.0,-99.02861,19.25694
3145804,8433,Evarra tlahuacensis,5,1,1,"Soto-Galera, E. and L. Alcántara-Soria, ENCB-IPN-P",2018,IUCN (International Union for Conservation of Nature),Extinct, , , , , , ,PRESERVED_SPECIMEN,1954.0,-99.02861,19.25694
3146079,8708,Fundulus lima,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-112.91,27.27388889
3147389,881,Allotoca maculata,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), ,Laguna Magdalena, , , ,Domínguez-Domínguez, ,2006.0,-103.9928,20.8929
3147805,8894,Gambusia longispinis,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-102.16,26.75222222
3150046,9188,Gila modesta,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-101.0,25.38138889
3150207,9195,Girardinichthys multiradiatus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), , , , , ,Cruz-Gomez, ,2008.0,-99.6915,20.0035
3150258,9196,Girardinichthys viviparus,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), , , , , ,Inst. Pol., ,1932.0,-98.8333,19.3333
14272233,2424,Austrocordulia leonardi,1,1,1,R.A. Dow,2016,I. Endersby & R.A. Dow,Extant (resident), , , , , , ,PreservedSpecimen,2012.0,151.6963,-32.2425
14276468,163573,Austrogomphus doddi,1,1,1,R.A. Dow,2016,I. Endersby & R.A. Dow,Extant (resident), , , , , , ,PreservedSpecimen,,145.6300049,-16.80999947
21423071,13273,Metatrichoniscoides celticus,1,1,1,Craig Macadam,2021,British Myriapod and Isopod Group,Extant (resident),,,,,,Ashwood & Gregory (2021),HumanObservation,2020.0,-2.5773061,51.484949
47097611,191694,Allotoca catarinae,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), , , , , ,Domínguez-Domínguez, ,2010.0,-102.018,19.415
47182096,15457,Oreochromis esculentus,1,1,1,Vianny Natugonza; Laban Musinguzi,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,Papyrus,,,GBIF.org (14 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.bq4q9x; NaFIRRI/National Fisheries Resources Research Institute,HumanObservation,2007.0,33.673003,1.130628
47182212,15458,Oreochromis variabilis,1,1,1,Vianny Natugonza; Laban Musinguzi,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,50m off Phragmites-fringed shoreline,,,GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.gn9wg7; NaFIRRI/National Fisheries Resources Research Institute,HumanObservation,1994.0,33.219517,0.41415
47204093,60626,Oreochromis chungruruensis,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , , , , , ,,2011.0,33.865,-9.30805556
47212430,60727,Mormyrus macrocephalus,1,1,1,Vianny Natugonza; Laban Musinguzi,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,Papyrus,,,GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.wthmd2; NaFIRRI/National Fisheries Resources Research Institute,HumanObservation,2007.0,33.52058,1.352457
47217483,60835,Lates macrophthalmus,1,1,1,Vianny Natugonza; Laban Musinguzi,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,https://freshwaterbiodiversity.go.ug/species/?code=SK8L37; NaFIRRI/National Fisheries Resources Research Institute,HumanObservation,2008.0,31.3497833,1.9555333
53827634,167648,Brachyplatystoma rousseauxii,1,1,1,"Salvador, G.N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,cria,,0.0,-73.253144,-3.755657
56140182,56140172,Agriocnemis bumhilli,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,2006.0,23.34127778,-17.7664
56142628,56142623,Platycypha inyangae,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1957.0,32.91667,-20.08333
56142802,56142792,Syncordulia legator,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1932.0,19.05,-34.05
56142812,56142808,Syncordulia serendipator,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1971.0,18.9,-33.38333333
56717560,56091885,Garra emarginata,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Kerala, Pooyamkutty, Periyar River",,,Kurup and Radhakrishnan (2011),HumanObservation,2003.0,76.780759,10.165565
56717565,56091899,Garra mlapparaensis,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Mlappara, Kerala",,,Kurup and Radhakrishnan (2011),HumanObservation,2002.0,77.113335,9.527571
56717570,56091925,Haludaria afasciata,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Nagarcoli, Tamil Nadu",,,Jayaram (1990),HumanObservation,0.0,77.457495,8.138233
56717575,56092020,Pethia nigripinnis,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Kabini River, Bavali Sub-catchment, Kerala",,,Thampy et al. (2021),HumanObservation,0.0,76.1173,11.8549
56717580,56092080,Puntius madhusoodani,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Manimala River, near Thirumoolapuram, Thiruvalla, Pattanamthitta  District,  Kerala",,,Kumar et al. (2012),,2010.0,76.588,9.3618
56717615,56097796,Dario urops,1,1,1,"Sidharthan, A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Barapole tributary of Valapattanam river, Karnataka, India",,,Britz et al. (2012),HumanObservation,0.0,75.890133,12.005167
56717620,56097824,Pristolepis rubripinnis,1,1,1,"Sidharthan, A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Pamba River near Edathua, Kuttanad Taluk",,,Britz et al (2012),HumanObservation,2012.0,76.477222,9.364444
56717650,56099918,Horaglanis abdulkalami,1,1,1,"Sidharthan, A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: a dugout well of depth 10.2 meters at Irinjalakuda, Trichur District, Kerala,",,,Babu (2012),HumanObservation,2008.0,76.200972,10.346528
56717655,56099949,Ompok karunkodu,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Tamil Nadu, Amaravathi River in the vicinity of Amaravathi Dam",,,Ng (2013),HumanObservation,2010.0,77.266667,10.4
58333177,182948,Mormyrus niloticus,1,1,1,Vianny Natugonza; Laban Musinguzi,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.u4q8mf; FIRRI/tiol Fisheries Resources Research Institute,HumanObservation,2007.0,31.357486,2.183739
58340629,56491032,Distichodus nefasch,1,1,1,Vianny Natugonza; Laban Musinguzi,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,https://freshwaterbiodiversity.go.ug/species/?code=3PBRKT; NaFIRRI,HumanObservation,1998.0,31.357486,2.183739
58341101,57498289,Labeobarbus nthuwa,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,below Nchenachena, , , , ,1995.0,34.124,-10.762
58341121,57498955,Enteromius seymouri,1,1,1,IUCN Freshwater Biodiversity Unit,2018,Denis Tweddle,Extant (resident), , ,Kasitu, , , , ,1980.0,33.849,-11.261
58341211,57505745,Haplochromis avium,1,1,1,Vianny Natugonza,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF.org (17 September 2021) GBIF Occurrence Download https://doi.org/10.15468/dl.a9bs9d; NaFIRRI/National Fisheries Resources Research Institute,HumanObservation,2007.0,30.729046,1.2468
58341256,57506099,Haplochromis mahagiensis,1,1,1,Vianny Natugonza,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF.org (17 September 2021) GBIF Occurrence Download https://doi.org/10.15468/dl.8sfzgp; Museum of comperative zoology,HumanObservation,1996.0,30.9,1.6
58341346,57506999,Engraulicypris bredoi,1,1,1,Vianny Natugonza; Laban Musinguzi,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,    GBIF.org (13 July 2020) GBIF Occurrence Download https://doi.org/10.15468/dl.w6hndw; NaFIRRI/National Fisheries Resources Research Institute,HumanObservation,2007.0,30.738733,1.2535
58437324,58437135,Pseudoplatystoma orinocoense,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-72.66666667,4.38333333
58628522,58599268,Plectostoma palinhelix,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,101.92299652,3.83931994
58628546,58599716,Plectostoma umbilicatum,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,102.47299957,3.89125991
58628556,58599851,Plectostoma mengaburensis,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,102.82800293,3.73069
58628576,58600285,Plectostoma sinyumensis,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,102.43399811,3.70973992
58628581,58600399,Plectostoma tohchinyawi,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,102.72100067,4.84225988
58628586,58600447,Plectostoma tenggekensis,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,103.15899658,4.01440001
58628636,58600978,Plectostoma kakiense,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,100.20200348,6.64515018
58628641,58600994,Plectostoma kubuensis,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,100.14399719,6.40435982
58628651,58601044,Plectostoma laidlawi,1,1,1,T-S Liew,2014,IUCN SSC Mollusc Specialist Group,Extant (resident), , ,, ,,Liew et al. 2014 Appendix_2, ,0.0,101.71700287,4.70642996
59256348,14255722,Austroaeschna cooloola,1,1,1,R.A. Dow,2016,I. Endersby & R.A. Dow,Extant (resident), , , , , , ,PreservedSpecimen,,152.9833374,-25.20000076
59256478,14260328,Austropetalia patricia,1,1,1,R.A. Dow,2016,I. Endersby & R.A. Dow,Extant (resident), , , , , , ,PreservedSpecimen,,150.3333333,-33.71666667
59256548,14271964,Archaeophya adamsi,1,1,1,R.A. Dow,2016,I. Endersby & R.A. Dow,Extant (resident), , , , , , ,PreservedSpecimen,2011.0,150.37164,-33.826335
59256593,14274537,Lathrocordulia metallica,1,1,1,R.A. Dow,2016,I. Endersby & R.A. Dow,Extant (resident), , , , , , ,PreservedSpecimen,2007.0,115.8833,-32.51667
59256638,14276088,Antipodogomphus hodgkini,1,1,1,R.A. Dow,2016,I. Endersby & R.A. Dow,Extant (resident), , , , , , ,PreservedSpecimen,,117.8,-21.8
60623591,172428,Hypselobarbus micropogon,1,1,1,Neelesh Dahanukar,2021,"Dahanukar, N.",Extant (resident),,,0,,,Cuvier and Valenciennes (1842),HumanObservation,0.0,76.6892,12.4018
60631460,155068636,Horadandia atukorali,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00116,HumanObservation,2016.0,79.816667,7.816667
60640134,175045313,Dawkinsia assimilis,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,India: Nethravati River,,,Katwate et al. (2020),HumanObservation,2013.0,75.278,12.842
60642525,18897,Systomus pleurotaenia,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00116,HumanObservation,2016.0,80.333333,6.25
61473703,49830029,Astroblepus mariae,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,"Colombia: Brisas del Tonce, Quebrada El Hato, aguas abajo de la bocatoma",,,,,,-72.87,5.25
61474108,49830646,Creagrutus atratus,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,Colombia: 0,,,,,,-73.71171,4.15365
64890475,64791152,Corydoras axelrodi,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,Colombia: Ca¤o Hoyo Hondo,,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-73.8333333,3.9166667
64890485,64791159,Corydoras loxozonus,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Colombia: Ca¤o La Cristalina, afluente margen derecho del r¡o Losada",,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-73.862417,2.192361
64890495,64791182,Corydoras metae,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,"Colombia: Alto r¡o Meta, quebrada Tascosa, afluente r¡o Guacavia",,,,,,-73.413819,4.289256
64890505,64791194,Corydoras simulatus,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Colombia: Cano Rico, at Brasilia; Meta drainage.",,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-73.055665,4.052825
64890580,64792627,Farlowella colombiensis,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,Colombia: area of Guaicaramo,,,,,,-73.042453,4.680723
72307075,60295,Anax bangweuluensis,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1946.0,29.9172,-11.350045
72403299,1167,Amphidromus cognatus,1,1,1,Frank Köhler,2016,"Frank Köhler, Australian Museum, IUCN SSC Mollusc SG",Extant (resident), , ,, ,,Museum Northern Territory,PreservedSpecimen,1980.0,130.65,-11.4333
72714251,169192,Pentaphlebia gamblesi,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,1973.0,9.377779,6.379924
72714763,169193,Pentaphlebia stahli,1,1,1,Odonata Database of Africa,2018,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling (2012). Focus on African Freshwaters: hotspots of dragonfly diversity and conservation concern. Frontiers in Ecology",Extant (resident), , , , , ,http://data.freshwaterbiodiversity.eu/ipt/resource.do?r=bf_cf21,,0.0,9.1752,4.16509
